BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION,return
TQBR,2014-06-09,СтаврЭнСб,STSB,0,0.0,,,,0.1781,,,0,,0.1762,,0.0,534698.4,0.0,,3,0.0
TQBR,2014-06-10,СтаврЭнСб,STSB,0,0.0,,,,0.1781,,,0,,0.1762,,0.0,534698.4,0.0,,3,0.0
TQBR,2014-06-11,СтаврЭнСб,STSB,3,3700.0,0.18,0.172,0.18,0.1762,0.1762,0.18,21000,,0.176,,0.0,502717.8,0.0,,3,0.0
TQBR,2014-06-16,СтаврЭнСб,STSB,2,2698.5,0.1799,0.1799,0.1799,0.1799,0.1799,0.1799,15000,,0.176,,0.0,505416.3,0.0,,3,-0.0005555555555554
TQBR,2014-06-17,СтаврЭнСб,STSB,0,0.0,,,,0.1799,,,0,,0.176,,0.0,505416.3,0.0,,3,0.0
TQBR,2014-06-18,СтаврЭнСб,STSB,1,179.9,0.1799,0.1799,0.1799,0.1799,0.1799,0.1799,1000,,0.176,,0.0,505596.2,0.0,,3,0.0
TQBR,2014-06-19,СтаврЭнСб,STSB,0,0.0,,,,0.1799,,,0,,0.176,,0.0,505596.2,0.0,,3,0.0
TQBR,2014-06-20,СтаврЭнСб,STSB,0,0.0,,,,0.1799,,,0,,0.176,,0.0,505596.2,0.0,,3,0.0
TQBR,2014-06-23,СтаврЭнСб,STSB,0,0.0,,,,0.1799,,,0,,0.176,,0.0,505596.2,0.0,,3,0.0
TQBR,2014-06-24,СтаврЭнСб,STSB,0,0.0,,,,0.1799,,,0,,0.176,,0.0,505596.2,0.0,,3,0.0
TQBR,2014-06-25,СтаврЭнСб,STSB,1,181.2,0.1812,0.1812,0.1812,0.1812,0.1812,0.1812,1000,,0.176,,0.0,505777.4,0.0,,3,0.0
TQBR,2014-06-26,СтаврЭнСб,STSB,0,0.0,,,,0.1812,,,0,,0.176,,0.0,505777.4,0.0,,3,0.0
TQBR,2014-06-27,СтаврЭнСб,STSB,0,0.0,,,,0.1812,,,0,,0.176,,0.0,505777.4,0.0,,3,0.0
TQBR,2014-06-30,СтаврЭнСб,STSB,1,189.1,0.1891,0.1891,0.1891,0.1891,0.1891,0.1891,1000,,0.176,,0.0,505966.5,0.0,,3,0.0
TQBR,2014-07-01,СтаврЭнСб,STSB,2,352.1,0.1761,0.176,0.1761,0.1761,0.1761,0.176,2000,,0.176,,0.0,506318.6,0.0,,3,-0.0692755156002115
TQBR,2014-07-02,СтаврЭнСб,STSB,1,188.5,0.1885,0.1885,0.1885,0.1885,0.1885,0.1885,1000,,0.1761,,0.0,506507.1,0.0,,3,0.0710227272727273
TQBR,2014-07-03,СтаврЭнСб,STSB,9,7052.9,0.1999,0.1801,0.1999,0.1893,0.1808,0.1893,39000,,0.176,,0.0,500960.0,0.0,,3,0.0042440318302387
TQBR,2014-07-04,СтаврЭнСб,STSB,5,925.3,0.1761,0.1761,0.1899,0.1801,0.1851,0.1801,5000,,0.176,,0.0,501885.3,0.0,,3,-0.0486001056524035
TQBR,2014-07-07,СтаврЭнСб,STSB,3,559.3,0.19,0.18,0.19,0.1893,0.1864,0.1893,3000,,0.176,,0.0,502444.6,0.0,,3,0.0510827318156578
TQBR,2014-07-08,СтаврЭнСб,STSB,3,3964.3,0.18,0.18,0.1897,0.18,0.1888,0.18,21000,,0.1761,,0.0,500828.9,0.0,,3,-0.0491283676703645
TQBR,2014-07-09,СтаврЭнСб,STSB,2,360.0,0.18,0.18,0.18,0.18,0.18,0.18,2000,,0.1761,,0.0,501188.9,0.0,,3,0.0
TQBR,2014-07-10,СтаврЭнСб,STSB,17,29993.0,0.18,0.175,0.1898,0.175,0.1764,0.175,170000,,0.176,,0.0,513271.9,0.0,,3,-0.0277777777777778
TQBR,2014-07-11,СтаврЭнСб,STSB,2,4140.0,0.18,0.18,0.18,0.18,0.18,0.18,23000,,0.1761,,0.0,517411.9,0.0,,3,0.0285714285714286
TQBR,2014-07-14,СтаврЭнСб,STSB,0,0.0,,,,0.18,,,0,,0.1761,,0.0,517411.9,0.0,,3,0.0
TQBR,2014-07-15,СтаврЭнСб,STSB,12,137646.0,0.1717,0.1701,0.1799,0.1799,0.1701,0.1799,809000,,0.1744,,0.0,578190.6,0.0,,3,0.0
TQBR,2014-07-16,СтаврЭнСб,STSB,2,350.6,0.1753,0.1753,0.1753,0.1753,0.1753,0.1753,2000,,0.1744,,0.0,578541.2,0.0,,3,-0.0255697609783212
TQBR,2014-07-17,СтаврЭнСб,STSB,7,36118.7,0.1711,0.1701,0.1868,0.1704,0.1704,0.1868,212000,,0.1742,,0.0,614659.9,0.0,,3,0.0656018254420991
TQBR,2014-07-18,СтаврЭнСб,STSB,1,170.1,0.1701,0.1701,0.1701,0.1704,0.1701,0.1701,1000,,0.1742,,0.0,614659.9,0.0,,3,-0.0894004282655245
TQBR,2014-07-21,СтаврЭнСб,STSB,2,351.9,0.1721,0.1721,0.1798,0.1798,0.176,0.1798,2000,,0.1742,,0.0,615011.8,0.0,,3,0.0570252792475013
TQBR,2014-07-22,СтаврЭнСб,STSB,10,34759.7,0.1715,0.1702,0.1795,0.1795,0.1704,0.1795,204000,,0.174,,0.0,649771.5,0.0,,3,-0.0016685205784204
TQBR,2014-07-23,СтаврЭнСб,STSB,0,0.0,,,,0.1795,,,0,,0.174,,0.0,649771.5,0.0,,3,0.0
TQBR,2014-07-24,СтаврЭнСб,STSB,0,0.0,,,,0.1795,,,0,,0.174,,0.0,649771.5,0.0,,3,0.0
TQBR,2014-07-25,СтаврЭнСб,STSB,4,34060.3,0.1704,0.1703,0.1704,0.1703,0.1703,0.1703,200000,,0.1747,,0.0,500033.1,0.0,,3,0.0
TQBR,2014-07-28,СтаврЭнСб,STSB,0,0.0,,,,0.1703,,,0,,0.1747,,0.0,500033.1,0.0,,3,0.0
TQBR,2014-07-29,СтаврЭнСб,STSB,0,0.0,,,,0.1703,,,0,,0.1747,,0.0,500033.1,0.0,,3,0.0
TQBR,2014-07-30,СтаврЭнСб,STSB,0,0.0,,,,0.1703,,,0,,0.1747,,0.0,500033.1,0.0,,3,0.0
TQBR,2014-07-31,СтаврЭнСб,STSB,1,183.6,0.1836,0.1836,0.1836,0.1836,0.1836,0.1836,1000,,0.1747,,0.0,500216.7,0.0,,3,0.0
TQBR,2014-08-01,СтаврЭнСб,STSB,2,367.9,0.184,0.1839,0.184,0.184,0.184,0.1839,2000,,0.1747,,0.0,500044.6,0.0,,3,0.0016339869281045
TQBR,2014-08-04,СтаврЭнСб,STSB,1,184.2,0.1842,0.1842,0.1842,0.1842,0.1842,0.1842,1000,,0.1747,,0.0,500048.8,0.0,,3,0.0016313213703099
TQBR,2014-08-05,СтаврЭнСб,STSB,2,351.3,0.1676,0.1676,0.1837,0.1837,0.1757,0.1837,2000,,0.1747,,0.0,500052.5,0.0,,3,-0.00271444082519
TQBR,2014-08-06,СтаврЭнСб,STSB,0,0.0,,,,0.1837,,,0,,0.1747,,0.0,500052.5,0.0,,3,0.0
TQBR,2014-08-07,СтаврЭнСб,STSB,0,0.0,,,,0.1837,,,0,,0.1747,,0.0,500052.5,0.0,,3,0.0
TQBR,2014-08-08,СтаврЭнСб,STSB,0,0.0,,,,0.1837,,,0,,0.1747,,0.0,500052.5,0.0,,3,0.0
TQBR,2014-08-11,СтаврЭнСб,STSB,1,184.2,0.1842,0.1842,0.1842,0.1842,0.1842,0.1842,1000,,0.1747,,0.0,500056.7,0.0,,3,0.0
TQBR,2014-08-12,СтаврЭнСб,STSB,6,1711.4,0.1706,0.17,0.1799,0.1799,0.1711,0.1799,10000,,0.1747,,0.0,500510.1,0.0,,3,-0.023344191096634
TQBR,2014-08-13,СтаврЭнСб,STSB,3,538.9,0.1797,0.1795,0.1797,0.1797,0.1796,0.1797,3000,,0.1747,,0.0,500135.5,0.0,,3,-0.0011117287381879
TQBR,2014-08-14,СтаврЭнСб,STSB,0,0.0,,,,0.1797,,,0,,0.1747,,0.0,500135.5,0.0,,3,0.0
TQBR,2014-08-15,СтаврЭнСб,STSB,3,539.3,0.1797,0.1797,0.1798,0.1798,0.1798,0.1798,3000,,0.1747,,0.0,500674.8,0.0,,3,0.0
TQBR,2014-08-18,СтаврЭнСб,STSB,6,2330.2,0.18,0.1751,0.18,0.1751,0.1792,0.1751,13000,,0.1747,,0.0,503005.0,0.0,,3,-0.0261401557285872
TQBR,2014-08-19,СтаврЭнСб,STSB,0,0.0,,,,0.1751,,,0,,0.1747,,0.0,503005.0,0.0,,3,0.0
TQBR,2014-08-20,СтаврЭнСб,STSB,1,184.0,0.184,0.184,0.184,0.184,0.184,0.184,1000,,0.1747,,0.0,503189.0,0.0,,3,0.0
TQBR,2014-08-21,СтаврЭнСб,STSB,0,0.0,,,,0.184,,,0,,0.1747,,0.0,503189.0,0.0,,3,0.0
TQBR,2014-08-22,СтаврЭнСб,STSB,2,543.9,0.18,0.18,0.1839,0.1839,0.1813,0.1839,3000,,0.1747,,0.0,503732.9,0.0,,3,0.0
TQBR,2014-08-25,СтаврЭнСб,STSB,4,736.0,0.184,0.184,0.184,0.184,0.184,0.184,4000,,0.1747,,0.0,504468.9,0.0,,3,0.0005437737901032
